,CASE NUMBER,SR LOCATION,COUNTY,NEIGHBORHOOD,SR CREATE DATE,LONGITUDE,LATITUDE,geometry,In_100_Year,In_500_Year,Distance(m)
3591,11956553-101001979134,"8302 WIER, HOUSTON TX 77017",Harris,MEADOWBROOK / ALLENDALE,2015-11-21 15:55:16,-95.2602,29.682323,POINT (-95.26020050048828 29.68232345581055),False,False,0.5351537326866136
3592,11956705-101001979443,"2326 SOUTHWEST, HOUSTON TX 77098",HARRIS,GREENWAY / UPPER KIRBY AREA,2015-11-22 16:00:46,-95.41474,29.731316,POINT (-95.41474151611328 29.73131561279297),False,False,1.7941516752798188
3593,11956777-101001979629,"5106 WIPPRECHT, HOUSTON TX 77026",Harris,KASHMERE GARDENS,2015-11-23 07:44:07,-95.321754,29.807262,POINT (-95.32175445556641 29.8072624206543),True,False,0.7365560382156564
3594,11956912-101001980041,"706 AUTUMNWOOD, HOUSTON TX 77013",Harris,NORTHSHORE,2015-11-23 11:17:17,-95.22918,29.776236,POINT (-95.22917938232422 29.77623558044434),True,False,0.1727180581960594
3595,11956944-101001980135,"7223 CONLEY, HOUSTON TX 77021",HARRIS,GREATER OST / SOUTH UNION,2015-11-23 11:58:36,-95.360535,29.68465,POINT (-95.36053466796875 29.68465042114258),False,False,1.6776282728477532
3596,11957153-101001980840,Intersection 8454 NORVIC ST&1600 PLEASANTVILLE DR,Harris County,PLEASANTVILLE AREA,2015-11-23 22:04:10,-95.27593,29.762896,POINT (-95.27593231201172 29.76289558410645),False,False,1.2360077294144933
3597,11957159-101001980856,"5819 DARLINGTON OAK, HOUSTON TX 77016",Harris,EAST LITTLE YORK / HOMESTEAD,2015-11-23 23:23:57,-95.30233,29.873968,POINT (-95.30233001708984 29.87396812438965),False,False,0.6345048499194755
3598,11957262-101001981261,"2420 KARBACH, HOUSTON TX 77092",Harris,SPRING BRANCH EAST,2015-11-24 10:33:30,-95.46102,29.810015,POINT (-95.46102142333984 29.81001472473145),False,False,0.10979603897241322
3599,11957424-101001981891,"5726 NORTHRIDGE, HOUSTON TX 77033",Harris,SOUTH PARK,2015-11-24 15:49:59,-95.335686,29.667942,POINT (-95.33568572998047 29.66794204711914),False,False,1.0835019682547031
3600,11957670-101001982734,"5204 CRANE, HOUSTON TX 77026",Harris,KASHMERE GARDENS,2015-11-25 13:37:57,-95.31831,29.796776,POINT (-95.31831359863281 29.79677581787109),True,False,0.3055717003153178
3601,11957990-101001983614,"4830 CREEKBEND, HOUSTON TX 77035",HARRIS,WILLOW MEADOWS / WILLOWBEND AREA,2015-11-27 15:09:03,-95.460884,29.663511,POINT (-95.46088409423828 29.66351127624512),True,False,0.406215090795635
3602,11958064-101001983885,"8122 EASTON, HOUSTON TX 77017",Harris,PARK PLACE,2015-11-28 09:29:47,-95.27657,29.694359,POINT (-95.27657318115234 29.69435882568359),False,False,0.4559489323459442
3603,11958083-101001983962,Intersection 0 W LOOP S&4600 WESTPARK DR,Harris County,GREENWAY / UPPER KIRBY AREA,2015-11-28 11:23:38,-95.459526,29.726265,POINT (-95.45952606201172 29.72626495361328),False,False,0.7294517369589401
3604,11958086-101001983976,"4747 SOUTHWEST FWY, HOUSTON TX 77027",HARRIS,GREENWAY / UPPER KIRBY AREA,2015-11-28 11:40:37,-95.4573,29.727526,POINT (-95.45729827880859 29.72752571105957),False,False,0.5750056359551471
3605,11958478-101001985223,"5155 KINGFISHER, HOUSTON TX 77035",Harris,WESTBURY,2015-11-30 14:11:11,-95.46988,29.657644,POINT (-95.46987915039062 29.65764427185059),False,True,0.0845013284042232
3606,11959045-101001987116,"609 REINICKE, HOUSTON TX 77007",HARRIS,WASHINGTON AVENUE COALITION / MEMORIAL P,2015-12-01 18:20:35,-95.41791,29.7681,POINT (-95.41790771484375 29.76810073852539),False,False,0.8108763607037606
3607,101001988726,"11218 SAGEVALLEY, HOUSTON TX 77089",Harris,SOUTH BELT / ELLINGTON,2015-12-03 09:08:37,-95.222786,29.590105,POINT (-95.22278594970703 29.5901050567627),False,True,0.19424669024582103
3608,11959996-101001990166,Intersection 1400 HADDON ST&1700 WAUGH DR,,NEARTOWN - MONTROSE,2015-12-04 09:43:29,-95.3979,29.752314,POINT (-95.39790344238281 29.7523136138916),False,False,0.6718398210881821
3609,11960401-101001991375,"5718 CAPELLO, HOUSTON TX 77035",Harris,WESTBURY,2015-12-05 15:05:00,-95.48794,29.652431,POINT (-95.48793792724609 29.65243148803711),False,True,0.0792438806658967
3610,11961046-101001993228,"12418 COBBLESTONE, HOUSTON TX 77024",HARRIS,MEMORIAL,2015-12-07 19:50:34,-95.54862,29.772167,POINT (-95.54862213134766 29.77216720581055),False,False,1.0596993471164482
3611,11961119-101001993457,"4326 RICHMEADOW, HOUSTON TX 77048",HARRIS,SOUTH ACRES / CRESTMONT PARK,2015-12-08 08:40:50,-95.34947,29.61966,POINT (-95.34947204589844 29.61965942382812),False,False,1.1796976749334316
3612,11961451-101001994514,"7806 MAGNA, HOUSTON TX 77093",HARRIS,EASTEX - JENSEN AREA,2015-12-09 07:55:40,-95.33162,29.830357,POINT (-95.33161926269531 29.83035659790039),False,False,1.1028943588153655
3613,11961731-101001995359,"5607 OAKHAM, HOUSTON TX 77085",Harris,CENTRAL SOUTHWEST,2015-12-09 16:18:33,-95.46682,29.619713,POINT (-95.46681976318359 29.61971282958984),True,False,0.7776822001826196
3614,11962489-101001997873,"5743 WARM SPRINGS, HOUSTON TX 77035",Harris,WESTBURY,2015-12-11 16:01:17,-95.489365,29.65604,POINT (-95.48936462402344 29.65604019165039),False,False,0.25322114326885936
3615,11962688-101001998543,"210 MILL STREAM, HOUSTON TX 77060",HARRIS,GREATER GREENSPOINT,2015-12-12 20:40:29,-95.4018,29.929962,POINT (-95.40180206298828 29.92996215820312),False,False,0.5947080895627989
3616,11962697-101001998576,Intersection 6800 FANNIN ST&1102 HOLCOMBE BLVD,Harris County,MEDICAL CENTER AREA,2015-12-13 05:39:18,-95.403015,29.70623,POINT (-95.40301513671875 29.70623016357422),False,True,0.5001166881927579
3617,11962706-101001998592,Intersection 8000 HEMPSTEAD RD&6700 KATY RD,Harris County,WASHINGTON AVENUE COALITION / MEMORIAL P,2015-12-13 07:53:11,-95.43674,29.781256,POINT (-95.43673706054688 29.7812557220459),False,False,1.2823354373347813
3618,11962720-101001998641,Intersection 10700 W LITTLE YORK RD&0 W SAM HOUSTON PKWY N,Harris County,CARVERDALE,2015-12-13 09:31:19,-95.564255,29.867262,POINT (-95.56425476074219 29.86726188659668),False,False,0.42747800421102095
3619,11962763-101001998725,"427 SPRUCE LAKE, HOUSTON TX 77336",Harris,LAKE HOUSTON,2015-12-13 12:22:42,-95.10787,30.007763,POINT (-95.10787200927734 30.00776290893555),False,False,0.8591495793167605
3620,11962767-101001998736,"6835 LAUGHLIN, HOUSTON TX 77489",Fort Bend,FORT BEND HOUSTON,2015-12-13 12:36:21,-95.48847,29.595987,POINT (-95.48847198486328 29.59598731994629),False,False,0.3326913095544192
3621,11962769-101001998738,"1500 BUTTERCUP, HOUSTON TX 77339",HARRIS,KINGWOOD AREA,2015-12-13 12:38:57,-95.227646,30.038113,POINT (-95.22764587402344 30.03811264038086),False,False,0.5344955745135639
3622,11962783-101001998767,"2114 SUNSET, HOUSTON TX 77005",HARRIS,UNIVERSITY PLACE,2015-12-13 13:18:16,-95.409325,29.723284,POINT (-95.40932464599609 29.7232837677002),False,True,1.4152077594672312
3623,11962789-101001998780,Intersection 15600 EASTCAPE DR&500 EL DORADO BLVD,Harris County,CLEAR LAKE,2015-12-13 13:28:31,-95.14424,29.559565,POINT (-95.14424133300781 29.5595645904541),False,False,0.4270764692825022
3624,11962802-101001998804,Intersection 5000 S BRAESWOOD BLVD&9400 MILLBURY DR,Harris County,MEYERLAND AREA,2015-12-13 14:04:00,-95.46478,29.678751,POINT (-95.46478271484375 29.67875099182129),True,False,0.17056791804053112
3625,11962806-101001998815,Intersection 6000 GOLD ST&2000 KELLEY ST,Harris County,EASTEX - JENSEN AREA,2015-12-13 14:16:59,-95.349174,29.813204,POINT (-95.34917449951172 29.81320381164551),False,False,0.60074965589851
3626,11962871-101001998933,"110 FOREST HILL, HOUSTON TX 77011",Harris,MAGNOLIA PARK,2015-12-13 17:31:03,-95.29767,29.733656,POINT (-95.29766845703125 29.73365592956543),False,False,0.5995991892628917
3627,11962887-101001998973,"7726 FUQUA, HOUSTON TX 77075",HARRIS,GREATER HOBBY AREA,2015-12-13 19:32:23,-95.28273,29.611168,POINT (-95.28273010253906 29.61116790771484),True,False,1.1205495203566458
3628,11962894-101001998998,Intersection 0 GULF FWY&2190 S LOCKWOOD DR,Harris County,GREATER EASTWOOD,2015-12-13 21:43:08,-95.336174,29.728218,POINT (-95.33617401123047 29.72821807861328),False,False,0.9081417361634212
3629,11962910-101001999031,Intersection 2300 MID LN&2600 MID LANE DR&4300 WESTHEIMER RD,Harris County,AFTON OAKS / RIVER OAKS AREA,2015-12-14 05:23:56,-95.45014,29.741524,POINT (-95.45014190673828 29.74152374267578),False,False,0.22604525218009877
3630,11962937-101001999116,"2915 ELGIN, HOUSTON TX 77004",HARRIS,GREATER THIRD WARD,2015-12-14 08:00:50,-95.36015,29.7318,POINT (-95.36015319824219 29.7318000793457),False,False,1.9072996251382675
3631,11962990-101001999246,"3503 LA RETAMA, HOUSTON TX 77013",Harris,EL DORADO / OATES PRAIRIE,2015-12-14 08:54:25,-95.258095,29.794205,POINT (-95.25809478759766 29.79420471191406),False,False,0.7647263121010065
3632,11963065-101001999490,"3346 ARBOR, HOUSTON TX 77004",HARRIS,MACGREGOR,2015-12-14 10:19:47,-95.36234,29.717566,POINT (-95.36234283447266 29.71756553649902),False,False,1.3019508739552517
3633,101002000316,Intersection 1222 EVANSTON ST&13400 TOPEKA TER,Harris County,NORTHSHORE,2015-12-14 16:31:45,-95.182816,29.772245,POINT (-95.18281555175781 29.77224540710449),False,False,1.0467298365430386
3634,101002000633,Intersection 1222 EVANSTON ST&13400 TOPEKA TER,Harris County,NORTHSHORE,2015-12-15 07:14:47,-95.182816,29.772245,POINT (-95.18281555175781 29.77224540710449),False,False,1.0467298365430386
3635,11963454-101002000744,Intersection 9030 MISSISSIPPI ST&1200 TEAL ST,Harris County,CLINTON PARK TRI-COMMUNITY,2015-12-15 08:24:13,-95.26727,29.743528,POINT (-95.26727294921875 29.74352836608887),False,False,1.7223306998806767
3636,11963742-101002001811,"2240 NAVIGATION, HOUSTON TX 77003",Harris,SECOND WARD,2015-12-15 18:15:16,-95.34764,29.757933,POINT (-95.34764099121094 29.75793266296387),False,False,1.7201508259596288
3637,11963771-101002001902,Intersection 2000 KINGWOOD DR&2600 WOODLAND GROVE DR,Harris County,KINGWOOD AREA,2015-12-15 23:05:11,-95.22421,30.051117,POINT (-95.22421264648438 30.05111694335938),False,False,0.524333781278918
3638,11963775-101002001924,Intersection 9500 EMNORA LN&9540 WEATHERWOOD DR,Harris County,SPRING BRANCH NORTH,2015-12-16 05:16:39,-95.52789,29.814817,POINT (-95.52789306640625 29.81481742858887),False,False,0.6382390408463974
3639,11963776-101002001925,Intersection 6800 FANNIN ST&1102 HOLCOMBE BLVD,Harris County,MEDICAL CENTER AREA,2015-12-16 05:16:55,-95.403015,29.70623,POINT (-95.40301513671875 29.70623016357422),False,True,0.5001166881927579
3640,11963779-101002001931,Intersection 11100 KATY FWY&1000 N WILCREST DR,Harris County,SPRING BRANCH WEST,2015-12-16 06:06:19,-95.57568,29.785244,POINT (-95.57568359375 29.78524398803711),False,False,0.476684621610922
3641,11963783-101002001941,Intersection 5900 W AIRPORT BLVD&12300 HILLCROFT AVE,Harris County,WESTBURY,2015-12-16 06:34:38,-95.493225,29.64448,POINT (-95.49322509765625 29.64447975158691),False,False,0.293766763997188
3642,11963787-101002001954,Intersection 6700 CANAL ST&700 N CESAR CHAVEZ BLVD,Harris County,MAGNOLIA PARK,2015-12-16 07:16:04,-95.30656,29.741673,POINT (-95.30655670166016 29.74167251586914),False,False,0.6988135318829846
3643,11963854-101002002099,"1419 OAKDALE, HOUSTON TX 77004",Harris,MUSEUM PARK,2015-12-16 09:00:34,-95.38374,29.725445,POINT (-95.38374328613281 29.72544479370117),False,False,0.8390760886468904
3644,11963973-101002002401,"5826 PHILLIPS, HOUSTON TX 77091",HARRIS,ACRES HOME,2015-12-16 11:41:38,-95.43733,29.850796,POINT (-95.43733215332031 29.85079574584961),False,False,0.9198036659028018
3645,11964048-101002002605,"8747 N HOUSTON ROSSLYN, HOUSTON TX 77040",HARRIS,GREATER INWOOD,2015-12-16 13:41:49,-95.49197,29.870714,POINT (-95.49196624755859 29.87071418762207),False,True,0.8761773277927078
3646,11964053-101002002611,Intersection 1400 KIPLING ST&3600 YUPON ST,Harris County,NEARTOWN - MONTROSE,2015-12-16 13:46:09,-95.39574,29.740437,POINT (-95.39573669433594 29.74043655395508),False,False,1.4992817642134817
3647,11964665-101002004675,"2240 NAVIGATION, HOUSTON TX 77003",Harris,SECOND WARD,2015-12-18 11:17:56,-95.34764,29.757933,POINT (-95.34764099121094 29.75793266296387),False,False,1.7201508259596288
3648,11964749-101002004959,"6336 FAIRDALE, HOUSTON TX 77057",Harris,MID WEST,2015-12-18 14:30:18,-95.49586,29.734081,POINT (-95.49585723876953 29.73408126831055),False,False,0.08322855617405207
3649,11965169-101002006038,"5154 W BELLFORT, HOUSTON TX 77096",HARRIS,WESTBURY,2015-12-21 08:21:21,-95.47199,29.663645,POINT (-95.47199249267578 29.66364479064941),False,True,0.27552221845549996
3650,11965181-101002006072,"6002 CERRITOS, HOUSTON TX 77035",HARRIS,WESTBURY,2015-12-21 08:41:19,-95.496185,29.65226,POINT (-95.49618530273438 29.65225982666016),True,False,0.1261259239640215
3651,11965321-101002006559,Intersection 2800 BENNINGTON ST&6900 JENSEN DR,Harris County,EASTEX - JENSEN AREA,2015-12-21 12:44:16,-95.34255,29.821892,POINT (-95.34255218505859 29.82189178466797),False,False,1.0922064711792725
3652,11965325-101002006577,Intersection 6700 NORTH FWY&200 W ROCKY CREEK RD,Harris County,NORTHSIDE/NORTHLINE,2015-12-21 12:54:41,-95.40267,29.860615,POINT (-95.40267181396484 29.86061477661133),False,False,1.5269729950128554
3653,11966623-101002010535,"6234 QUEENSWOOD, HOUSTON TX 77008",HARRIS,LAZYBROOK / TIMBERGROVE,2015-12-26 18:45:05,-95.425095,29.786264,POINT (-95.42509460449219 29.78626441955566),True,False,0.5158163030230601
3654,11966722-101002010841,Intersection 6800 FANNIN ST&1102 HOLCOMBE BLVD,Harris County,MEDICAL CENTER AREA,2015-12-27 16:47:32,-95.403015,29.70623,POINT (-95.40301513671875 29.70623016357422),False,True,0.5001166881927579
3655,11966761-101002010956,"2009 QUITMAN, HOUSTON TX 77026",HARRIS,GREATER FIFTH WARD,2015-12-28 07:31:19,-95.34822,29.783665,POINT (-95.34822082519531 29.78366470336914),False,False,1.1702783512162125
3656,11966918-101002011518,"738 E 29TH, HOUSTON TX 77009",Harris,GREATER HEIGHTS,2015-12-28 11:41:23,-95.389435,29.812986,POINT (-95.38943481445312 29.81298637390137),False,True,0.7412811099403475
3657,11966970-101002011671,"10718 CORONA, HOUSTON TX 77072",Harris,ALIEF,2015-12-28 13:04:01,-95.5676,29.694551,POINT (-95.56759643554688 29.69455146789551),True,False,0.6644845277938153
3658,11966983-101002011743,"11746 JELICOE, HOUSTON TX 77047",HARRIS,CENTRAL SOUTHWEST,2015-12-28 13:32:12,-95.39665,29.625689,POINT (-95.39665222167969 29.62568855285645),False,True,0.6054810689166849
3659,11967177-101002012417,Intersection 0 W LOOP S&0 SOUTHWEST FWY,Harris County,GREENWAY / UPPER KIRBY AREA,2015-12-29 07:23:28,-95.459465,29.726593,POINT (-95.45946502685547 29.72659301757812),False,False,0.7184723269218907
3660,11967206-101002012511,"6826 MOSS OAKS, HOUSTON TX 77050",HARRIS,EAST LITTLE YORK / HOMESTEAD,2015-12-29 08:43:10,-95.28833,29.900038,POINT (-95.288330078125 29.90003776550293),False,False,0.49300529538029575
3661,101002013305,Intersection 1100 E IH 610 LOOP N&9072 MISSISSIPPI ST,Harris County,CLINTON PARK TRI-COMMUNITY,2015-12-29 15:14:47,-95.26466,29.743427,POINT (-95.26466369628906 29.74342727661133),False,False,1.7604219944913615
3662,11967511-101002013560,"7906 BRUTUS, HOUSTON TX 77012",Harris,PECAN PARK,2015-12-29 17:26:30,-95.27965,29.711143,POINT (-95.27964782714844 29.71114349365234),False,False,0.46820381996699384
3663,11967528-101002013619,"10689 OAK BROOK, HOUSTON TX 77013",HARRIS,EL DORADO / OATES PRAIRIE,2015-12-29 18:45:53,-95.24092,29.812523,POINT (-95.24092102050781 29.81252288818359),False,False,0.30534971679316475
3664,11967546-101002013668,"6031 MCKNIGHT, HOUSTON TX 77035",HARRIS,WESTBURY,2015-12-29 22:29:42,-95.496735,29.655203,POINT (-95.49673461914062 29.65520286560059),True,False,0.09899933953017573
3665,11967591-101002013860,"7118 AVENUE E, HOUSTON TX 77011",HARRIS,MAGNOLIA PARK,2015-12-30 09:50:19,-95.29819,29.737112,POINT (-95.29818725585938 29.73711204528809),False,False,0.6728431603052815
3666,11967594-101002013869,"6451 DEIRDRE ANNE, HOUSTON TX 77088",HARRIS,GREATER INWOOD,2015-12-30 09:53:26,-95.491066,29.871445,POINT (-95.49106597900391 29.87144470214844),True,False,0.9190532944523743
3667,11968000-101002015219,Intersection 500 W ALABAMA ST&3800 GARROTT ST,Harris County,NEARTOWN - MONTROSE,2015-12-31 13:51:52,-95.38543,29.738874,POINT (-95.38542938232422 29.7388744354248),False,False,1.6132375319753554
3668,11968188-101002015725,"8122 EASTON, HOUSTON TX 77017",Harris,PARK PLACE,2016-01-01 22:26:41,-95.27657,29.694359,POINT (-95.27657318115234 29.69435882568359),False,False,0.4559489323459442
3669,11969729-101002020317,Intersection 6800 FANNIN ST&1102 HOLCOMBE BLVD,Harris County,MEDICAL CENTER AREA,2016-01-06 14:05:44,-95.403015,29.70623,POINT (-95.40301513671875 29.70623016357422),False,True,0.5001166881927579
3670,11969729-101002020694,Intersection 6800 FANNIN ST&1102 HOLCOMBE BLVD,Harris County,MEDICAL CENTER AREA,2016-01-06 19:59:25,-95.403015,29.70623,POINT (-95.40301513671875 29.70623016357422),False,True,0.5001166881927579
3671,11969871-101002020759,"1503 W DONOVAN, HOUSTON TX 77091",HARRIS,ACRES HOME,2016-01-07 04:52:18,-95.43552,29.84382,POINT (-95.43551635742188 29.84382057189941),False,False,0.5745276733932156
3672,11969875-101002020766,Intersection 1200 W BAY AREA BLVD&19606 GULF FWY,Harris County,,2016-01-07 06:19:22,-95.14189,29.540262,POINT (-95.14189147949219 29.54026222229004),False,False,0.4563886690193498
3673,11969904-101002020832,"2015 QUITMAN, HOUSTON TX 77026",Harris,GREATER FIFTH WARD,2016-01-07 07:50:33,-95.348015,29.784119,POINT (-95.34801483154297 29.78411865234375),False,False,1.1701743872810908
3674,11969986-101002021051,"12979 MCNAIR, HOUSTON TX 77015",Harris,NORTHSHORE,2016-01-07 09:23:18,-95.20007,29.77308,POINT (-95.2000732421875 29.77308082580566),True,False,0.21004745913749132
3675,11969987-101002021059,"5954 SOUTHSEAS, HOUSTON TX 77033",Harris,SOUTH PARK,2016-01-07 09:25:57,-95.329475,29.676247,POINT (-95.32947540283203 29.67624664306641),False,False,1.432231764795901
3676,11970439-101002022289,Intersection 2300 MAURY ST&1900 QUITMAN ST,Harris County,NEAR NORTHSIDE,2016-01-07 19:20:06,-95.349785,29.783392,POINT (-95.34978485107422 29.78339195251465),False,False,1.0921179763793696
3677,11970580-101002022650,"5610 CLINTON, HOUSTON TX 77020",Harris,DENVER HARBOR / PORT HOUSTON,2016-01-08 09:19:51,-95.31083,29.761286,POINT (-95.31082916259766 29.76128578186035),False,False,0.5447043842197387
3678,11970598-101002022699,"5023 NORTHRUP, HOUSTON TX 77092",HARRIS,CENTRAL NORTHWEST,2016-01-08 09:37:37,-95.480064,29.838877,POINT (-95.48006439208984 29.83887672424316),False,False,0.6108876934393724
3679,11970718-101002023011,"2104 GLEN HAVEN, HOUSTON TX 77030",Harris,UNIVERSITY PLACE,2016-01-08 11:36:06,-95.40803,29.703049,POINT (-95.40802764892578 29.70304870605469),False,True,0.19233606322629165
3680,11970727-101002023033,"12730 CHISWICK, HOUSTON TX 77047",HARRIS,CENTRAL SOUTHWEST,2016-01-08 11:42:54,-95.40489,29.62092,POINT (-95.40489196777344 29.62092018127441),False,False,0.891768826820584
3681,11970911-101002023572,Intersection 21400 BEAR CUB LN&1836 BLACK BEAR DR,Harris County,LAKE HOUSTON,2016-01-08 15:58:30,-95.11986,29.986073,POINT (-95.11985778808594 29.9860725402832),False,False,0.4970146094784754
3682,11970978-101002023788,Intersection 1900 CULLEN BLVD&0 GULF FWY,Harris County,GREATER EASTWOOD,2016-01-08 18:22:40,-95.34193,29.732172,POINT (-95.34192657470703 29.7321720123291),False,False,1.3108558428786017
3683,11970985-101002023818,"5814 SOUTHSEAS, HOUSTON TX 77033",HARRIS,SOUTH PARK,2016-01-08 18:58:41,-95.33385,29.676043,POINT (-95.33384704589844 29.6760425567627),False,False,1.489265759138097
3684,11971041-101002023927,"5510 RICE, HOUSTON TX 77081",Harris,GULFTON,2016-01-08 22:22:02,-95.47025,29.722776,POINT (-95.47025299072266 29.72277641296387),False,False,1.4169283796437975
3685,11973014-101002029143,"4312 A GIBSON, HOUSTON TX 77007",Harris,WASHINGTON AVENUE COALITION / MEMORIAL P,2016-01-13 12:38:59,-95.403915,29.767143,POINT (-95.40391540527344 29.76714324951172),False,False,0.37292188093080997
3686,11974260-101002032371,"2506 ARBOR, HOUSTON TX 77004",HARRIS,MACGREGOR,2016-01-15 11:08:35,-95.37259,29.722807,POINT (-95.37258911132812 29.72280693054199),False,False,0.9392179910194176
3687,11979234-101002046737,"1410 FEATHERSTONE, HOUSTON TX 77020",HARRIS,GREATER FIFTH WARD,2016-01-27 08:14:12,-95.32786,29.774916,POINT (-95.32785797119141 29.77491569519043),False,False,1.8341952296739592
3688,11980029-101002049089,"1009 CORDELL, HOUSTON TX 77009",HARRIS,GREATER HEIGHTS,2016-01-28 14:40:40,-95.37495,29.800697,POINT (-95.37494659423828 29.80069732666016),False,False,0.223362651772772
3689,11980185-101002049544,Intersection 7800 BELGARD ST&5968 BELLFORT ST,Harris County,SOUTH PARK,2016-01-28 19:22:11,-95.3252,29.666555,POINT (-95.32520294189453 29.66655540466309),True,False,1.2356418181473827
3690,11980187-101002049545,Intersection 5800 BELLFORT ST&8100 SOUTHBANK TER,Harris County,SOUTH PARK,2016-01-28 19:23:53,-95.33274,29.666426,POINT (-95.33274078369141 29.66642570495605),True,False,1.0804711941434004
3691,11980487-101002050408,"4935 YELLOWSTONE, HOUSTON TX 77021",Harris,GREATER OST / SOUTH UNION,2016-01-29 14:03:57,-95.34521,29.688986,POINT (-95.34520721435547 29.68898582458496),False,False,0.8335214168726712
3692,11981159-101002052115,Intersection 1500 CENTER ST&1100 HOUSTON AVE,Harris County,WASHINGTON AVENUE COALITION / MEMORIAL P,2016-02-01 08:53:35,-95.37232,29.76798,POINT (-95.37232208251953 29.76798057556152),False,False,0.547821743811911
3693,11981502-101002053070,"9203 BONHOMME, HOUSTON TX 77074",Harris,BRAEBURN,2016-02-01 14:49:14,-95.51252,29.67931,POINT (-95.51251983642578 29.6793098449707),True,False,0.1276721282288428
3694,11983701-101002059583,"5646 LUDINGTON, HOUSTON TX 77035",Harris,WESTBURY,2016-02-05 18:37:45,-95.48611,29.650005,POINT (-95.48610687255859 29.65000534057617),True,False,0.2181277971026723
3695,11983701-101002059586,"5646 LUDINGTON, HOUSTON TX 77035",Harris,WESTBURY,2016-02-05 18:44:11,-95.48611,29.650005,POINT (-95.48610687255859 29.65000534057617),True,False,0.2181277971026723
3696,11983701-101002059591,"5646 LUDINGTON, HOUSTON TX 77035",Harris,WESTBURY,2016-02-05 18:51:11,-95.48611,29.650005,POINT (-95.48610687255859 29.65000534057617),True,False,0.2181277971026723
3697,101002063542,Intersection 600 N 74TH ST&7400 AVE F ST,Harris County,MAGNOLIA PARK,2016-02-10 08:35:59,-95.29279,29.73635,POINT (-95.29279327392578 29.73634910583496),False,False,0.8957280959250904
3698,11985217-101002063826,"9221 KENILWORTH, HOUSTON TX 77024",Harris,GREATER UPTOWN,2016-02-10 11:12:10,-95.4667,29.781874,POINT (-95.46669769287109 29.78187370300293),False,False,0.47510571562931136
3699,11989238-101002077304,"1111 RUSK, HOUSTON TX 77002",Harris,DOWNTOWN,2016-02-22 09:13:20,-95.362335,29.757866,POINT (-95.36233520507812 29.75786590576172),False,False,0.8513429509250267
3700,11989272-101002077435,Intersection 2600 S SHEPHERD DR&2100 WESTHEIMER RD,Harris County,NEARTOWN - MONTROSE,2016-02-22 10:14:23,-95.41073,29.742582,POINT (-95.41072845458984 29.74258232116699),False,False,1.3784477606108205
3701,11989317-101002077610,"4201 CITADEL, HOUSTON TX 77092",HARRIS,LANGWOOD,2016-02-22 11:35:20,-95.492966,29.832577,POINT (-95.49296569824219 29.83257675170898),False,True,0.25795580777363075
3702,11989469-101002078231,Intersection 7600 BELLERIVE DR&6100 MARINETTE DR,Harris County,SHARPSTOWN,2016-02-22 16:40:56,-95.51806,29.713018,POINT (-95.51805877685547 29.7130184173584),False,False,1.2917641752775515
3703,11989539-101002078538,"4830 VAN FLEET, HOUSTON TX 77033",Harris,SOUTH PARK,2016-02-23 01:13:42,-95.35118,29.677332,POINT (-95.35118103027344 29.67733192443848),False,False,1.7060515596219783
3704,11989540-101002078539,"4937 VAN FLEET, HOUSTON TX 77033",Harris,SOUTH PARK,2016-02-23 01:15:43,-95.34893,29.677124,POINT (-95.34893035888672 29.6771240234375),False,False,1.658705907464913
3705,11989541-101002078540,"5002 VAN FLEET, HOUSTON TX 77033",Harris,SOUTH PARK,2016-02-23 01:16:48,-95.34873,29.676615,POINT (-95.34873199462891 29.67661476135254),False,False,1.6217976279597273
3706,11989610-101002078695,"8602 TILGHAM, HOUSTON TX 77029",HARRIS,PLEASANTVILLE AREA,2016-02-23 08:30:06,-95.27258,29.76566,POINT (-95.2725830078125 29.76565933227539),False,False,0.9709665054982844
3707,11989646-101002078759,Intersection 2400 HARDY ST&1700 QUITMAN ST,Harris County,NEAR NORTHSIDE,2016-02-23 09:04:27,-95.351425,29.783371,POINT (-95.35142517089844 29.78337097167969),False,False,1.0047151507858845
3708,11989650-101002078806,"5758 PEACOCK, HOUSTON TX 77033",Harris,SOUTH PARK,2016-02-23 09:19:13,-95.33428,29.646858,POINT (-95.33428192138672 29.64685821533203),True,False,0.7093384806648322
3709,11989663-101002078849,"6977 MAIN, HOUSTON TX 77030",Harris,MEDICAL CENTER AREA,2016-02-23 09:30:43,-95.4059,29.704529,POINT (-95.40589904785156 29.70452880859375),False,True,0.3142085103810838
3710,11989695-101002078960,"3520 GILLESPIE, HOUSTON TX 77020",Harris,GREATER FIFTH WARD,2016-02-23 10:09:21,-95.33392,29.76722,POINT (-95.33392333984375 29.76721954345703),False,False,1.880889890890838
3711,11989757-101002079181,"2606 QUITMAN, HOUSTON TX 77026",Harris,GREATER FIFTH WARD,2016-02-23 11:32:14,-95.343636,29.783352,POINT (-95.34363555908203 29.78335189819336),False,False,1.346357812952291
3712,11989804-101002079352,"4623 KEYSTONE, HOUSTON TX 77021",Harris,GREATER OST / SOUTH UNION,2016-02-23 12:38:07,-95.345146,29.69621,POINT (-95.34514617919922 29.69621086120605),False,False,0.4625710311003607
